date,open,high,low,close
2017-10-19,0.026845,0.026845,0.02683,0.02683
2017-10-23,0.0303,0.0303,0.026045,0.026045
2017-10-27,0.027417,0.027417,0.02651,0.02651
2017-10-31,0.025976,0.030251,0.025976,0.030251
2017-11-3,0.023096,0.023096,0.021321,0.022789
2017-11-7,0.021802,0.022304,0.021802,0.022289
2017-11-11,0.025146,0.032769,0.025146,0.027499
2017-11-15,0.024522,0.026228,0.024522,0.026015
2017-11-19,0.027106,0.027721,0.025917,0.027721
2017-11-23,0.030003,0.030003,0.027941,0.027941
2017-11-27,0.028512,0.050469,0.028512,0.050469
2017-11-30,0.120726,0.124065,0.092636,0.124065
2017-12-3,0.130849,0.13529,0.130849,0.131929
2017-12-7,0.136318,0.136318,0.1135,0.1135
2017-12-11,0.119771,0.12207,0.110753,0.120168
2017-12-15,0.133574,0.217634,0.133574,0.217634
2017-12-19,0.408204,0.547831,0.408204,0.547831
2017-12-23,0.492297,0.497934,0.414617,0.436374
2017-12-27,0.406643,0.449757,0.406643,0.43056
2017-12-31,0.429505,0.767635,0.429505,0.767635
2018-1-3,0.74714,1.08,0.74714,1.08
2018-1-7,1.18,1.18,1.05,1.05
2018-1-11,0.9419,0.9419,0.727462,0.727462
2018-1-15,0.962329,0.962329,0.822404,0.822404
2018-1-19,0.638218,0.671356,0.638218,0.665751
2018-1-23,0.734001,0.734001,0.564851,0.564851
2018-1-27,0.624878,0.639638,0.620601,0.625464
2018-1-31,0.630576,0.630576,0.501717,0.501717
2018-2-3,0.499462,0.499462,0.399903,0.399903
2018-2-7,0.448043,0.448043,0.310012,0.359976
2018-2-11,0.330255,0.384455,0.330255,0.384455
2018-2-15,0.355158,0.385744,0.354757,0.385744
2018-2-19,0.39091,0.414755,0.368804,0.368804
2018-2-23,0.373665,0.373665,0.315484,0.31735
2018-2-27,0.325494,0.332058,0.302825,0.328591
2018-2-28,0.330089,0.330089,0.291411,0.291411
2018-3-7,0.28974,0.296097,0.278343,0.278343
2018-3-11,0.244572,0.244572,0.205019,0.205019
2018-3-15,0.219995,0.224542,0.200277,0.200277
2018-3-19,0.187343,0.187343,0.156053,0.156053
2018-3-23,0.194637,0.215882,0.194637,0.203775
2018-3-27,0.189288,0.189288,0.167805,0.167805
2018-3-31,0.155675,0.159903,0.146256,0.146721
2018-4-3,0.155532,0.156503,0.151645,0.156503
2018-4-7,0.172862,0.172862,0.144387,0.144387
2018-4-11,0.148132,0.156459,0.148132,0.156459
2018-4-15,0.165811,0.212851,0.165811,0.199547
2018-4-19,0.221055,0.260518,0.221055,0.260518
2018-4-23,0.272511,0.294379,0.272511,0.284208
2018-4-27,0.287601,0.313286,0.269822,0.293538
2018-4-30,0.289303,0.36305,0.289303,0.36305
2018-5-3,0.341196,0.369464,0.341196,0.369464
2018-5-7,0.37195,0.37195,0.349031,0.349031
2018-5-11,0.334283,0.334283,0.295296,0.295296
