date,open,high,low,close
2018-2-11,0.049791,0.049791,0.049791,0.049791
2018-2-15,0.051167,0.054506,0.050438,0.054506
2018-2-19,0.058084,0.070366,0.058084,0.064684
2018-2-23,0.067066,0.067066,0.050808,0.050808
2018-2-27,0.053223,0.054338,0.051162,0.054338
2018-2-28,0.052605,0.052605,0.046239,0.046239
2018-3-7,0.047013,0.052861,0.045897,0.047053
2018-3-11,0.042201,0.042247,0.037893,0.042247
2018-3-15,0.052165,0.052165,0.041025,0.041025
2018-3-19,0.041951,0.043685,0.040962,0.040962
2018-3-23,0.047658,0.047914,0.047658,0.04772
2018-3-27,0.05248,0.053339,0.048722,0.048722
2018-3-31,0.047051,0.048999,0.043799,0.046383
2018-4-3,0.046236,0.046236,0.043452,0.044602
2018-4-7,0.046129,0.046129,0.037808,0.037808
2018-4-11,0.040253,0.041171,0.039204,0.040218
2018-4-15,0.043344,0.058226,0.043344,0.055196
2018-4-19,0.063306,0.065596,0.063036,0.065596
2018-4-23,0.068093,0.099627,0.068093,0.099627
2018-4-27,0.094943,0.097288,0.084029,0.096354
2018-4-30,0.090444,0.112397,0.090444,0.112397
2018-5-3,0.100464,0.123218,0.100464,0.123218
2018-5-7,0.128322,0.148562,0.128322,0.137388
2018-5-11,0.133204,0.193868,0.133204,0.184955
2018-5-15,0.1681,0.177279,0.164668,0.164668
2018-5-19,0.151084,0.151084,0.134786,0.13808
2018-5-23,0.142883,0.148211,0.137803,0.137803
2018-5-27,0.120415,0.125726,0.119743,0.119743
2018-5-31,0.116994,0.116994,0.100294,0.111568
2018-6-3,0.113053,0.118848,0.111629,0.118848
2018-6-7,0.127828,0.131326,0.121766,0.131326
2018-6-11,0.130866,0.130866,0.10438,0.10438
2018-6-15,0.105272,0.105272,0.085233,0.094324
2018-6-19,0.086897,0.087084,0.084668,0.087084
2018-6-23,0.089454,0.089454,0.071846,0.071846
2018-6-27,0.06933,0.06933,0.062507,0.062914
2018-6-30,0.064618,0.066112,0.060861,0.066112
2018-7-3,0.072796,0.074956,0.071685,0.074956
2018-7-7,0.07833,0.089231,0.07833,0.089231
2018-7-11,0.08588,0.088653,0.076663,0.076663
2018-7-15,0.068699,0.068699,0.065518,0.06676
2018-7-19,0.074297,0.084064,0.074297,0.084064
2018-7-23,0.080284,0.080284,0.070738,0.076528
2018-7-27,0.069459,0.076954,0.069459,0.073183
2018-7-31,0.073924,0.073924,0.072061,0.072061
2018-8-3,0.063839,0.063839,0.057069,0.057069
2018-8-7,0.057258,0.057258,0.051564,0.051564
2018-8-11,0.047325,0.047325,0.038615,0.039286
2018-8-15,0.036284,0.036284,0.026905,0.026905
2018-8-19,0.028235,0.042246,0.028235,0.035833
2018-8-23,0.038859,0.038859,0.033984,0.034103
2018-8-27,0.036834,0.041739,0.036834,0.041739
2018-8-31,0.043938,0.048036,0.043938,0.044771
2018-9-3,0.044547,0.04674,0.044547,0.045376
2018-9-7,0.044783,0.046078,0.037684,0.038397
2018-9-11,0.036389,0.036389,0.033759,0.034353
2018-9-15,0.032506,0.034695,0.032506,0.03275
2018-9-19,0.033505,0.034349,0.031347,0.032882
2018-9-23,0.03262,0.037535,0.03262,0.03536
2018-9-27,0.036119,0.036119,0.034027,0.034334
2018-9-30,0.035478,0.035478,0.035215,0.035248
2018-10-3,0.035409,0.038393,0.035409,0.038393
2018-10-7,0.037531,0.037531,0.03636,0.03636
2018-10-11,0.036493,0.037999,0.036493,0.037742
2018-10-15,0.032801,0.033147,0.032464,0.032973
2018-10-19,0.034675,0.035426,0.033851,0.033851
2018-10-23,0.034066,0.034901,0.034066,0.034818
2018-10-27,0.034579,0.03657,0.034579,0.03657
2018-10-31,0.035306,0.036052,0.033622,0.034384
2018-11-3,0.034665,0.035961,0.034665,0.035961
2018-11-7,0.035357,0.037477,0.035357,0.037477
2018-11-11,0.035463,0.035463,0.034589,0.034589
2018-11-15,0.033984,0.033984,0.029426,0.029426
2018-11-19,0.027957,0.027957,0.026517,0.026647
2018-11-23,0.021387,0.021387,0.017111,0.017111
2018-11-27,0.016943,0.016943,0.014203,0.014203
2018-11-30,0.018032,0.019558,0.018032,0.019272
2018-12-3,0.017492,0.018071,0.017492,0.017696
2018-12-7,0.016464,0.016581,0.013783,0.013783
2018-12-11,0.013656,0.01397,0.013395,0.013395
2018-12-15,0.013348,0.013899,0.012644,0.012644
2018-12-19,0.012707,0.015741,0.012707,0.015741
2018-12-23,0.015259,0.018322,0.015259,0.018322
2018-12-27,0.019732,0.020308,0.017722,0.018248
2018-12-31,0.016644,0.021359,0.016644,0.020577
2019-1-3,0.019259,0.020546,0.019259,0.020546
2019-1-7,0.019638,0.021379,0.019638,0.021379
2019-1-11,0.022115,0.023963,0.020422,0.020422
2019-1-15,0.020019,0.020371,0.018169,0.020371
2019-1-19,0.021563,0.023062,0.021563,0.021618
2019-1-23,0.022161,0.022774,0.020859,0.022774
2019-1-27,0.021794,0.022057,0.021794,0.022057
2019-1-31,0.02278,0.02278,0.02029,0.02029
2019-2-3,0.018368,0.018368,0.018142,0.018142
2019-2-7,0.017568,0.017839,0.016547,0.016547
2019-2-11,0.016734,0.017724,0.016734,0.017387
2019-2-15,0.017079,0.017115,0.016694,0.016694
2019-2-19,0.01685,0.017945,0.01685,0.017945
2019-2-23,0.018579,0.018771,0.018149,0.018283
2019-2-27,0.019078,0.019078,0.016708,0.01766
2019-2-28,0.017355,0.017355,0.016998,0.017077
2019-3-7,0.016833,0.016833,0.016172,0.01667
2019-3-11,0.016848,0.018129,0.016848,0.01773
2019-3-15,0.017326,0.018298,0.017326,0.018082
2019-3-19,0.018228,0.018263,0.017988,0.017988
2019-3-23,0.018257,0.019402,0.018257,0.019402
2019-3-27,0.019774,0.019951,0.018819,0.018819
2019-3-31,0.019429,0.019832,0.019169,0.019832
2019-4-3,0.020375,0.022472,0.020375,0.022472
2019-4-7,0.022213,0.025053,0.022213,0.025053
2019-4-11,0.024857,0.024857,0.022719,0.022829
2019-4-15,0.020496,0.021093,0.020464,0.021093
2019-4-19,0.020767,0.022154,0.020767,0.022154
2019-4-23,0.022058,0.022058,0.021129,0.02128
2019-4-27,0.020163,0.020163,0.017577,0.017577
2019-4-30,0.018742,0.018742,0.017174,0.017174
2019-5-3,0.017784,0.018364,0.01777,0.018364
2019-5-7,0.01763,0.01763,0.016301,0.016857
2019-5-11,0.016313,0.016824,0.015864,0.016165
2019-5-15,0.017512,0.017512,0.015855,0.017483
2019-5-19,0.020357,0.020357,0.01713,0.01713
2019-5-23,0.018203,0.021341,0.017795,0.021341
2019-5-27,0.020259,0.020259,0.019246,0.019781
2019-5-31,0.020922,0.02199,0.01926,0.01926
2019-6-3,0.02095,0.021376,0.020386,0.021376
2019-6-7,0.021096,0.023696,0.021096,0.023696
2019-6-11,0.025663,0.025663,0.022478,0.024677
2019-6-15,0.023143,0.023911,0.023143,0.023911
2019-6-19,0.024677,0.025869,0.023064,0.023064
2019-6-23,0.022422,0.022422,0.020319,0.020624
2019-6-27,0.020385,0.020385,0.019195,0.019195
2019-6-30,0.017218,0.018032,0.017218,0.0178
2019-7-3,0.017434,0.017434,0.017091,0.017091
2019-7-7,0.017354,0.017354,0.015738,0.016833
2019-7-11,0.018394,0.018394,0.015966,0.015966
2019-7-15,0.014095,0.01459,0.012366,0.012366
2019-7-19,0.012085,0.012085,0.009916,0.010968
2019-7-23,0.011702,0.012064,0.011374,0.011415
2019-7-27,0.010487,0.011096,0.010338,0.010824
2019-7-31,0.010707,0.011192,0.010526,0.011192
2019-8-3,0.010962,0.010962,0.010423,0.010423
2019-8-7,0.010423,0.010423,0.009611,0.009611
2019-8-11,0.009359,0.009359,0.008011,0.008449
2019-8-15,0.009031,0.009084,0.007643,0.007643
2019-8-19,0.007722,0.008018,0.007426,0.008018
2019-8-23,0.008244,0.008244,0.007463,0.007979
2019-8-27,0.008189,0.008561,0.008189,0.008526
2019-8-31,0.008153,0.008153,0.007234,0.007358
2019-9-3,0.007409,0.007597,0.007304,0.007597
2019-9-7,0.007481,0.007481,0.006946,0.006946
2019-9-11,0.006829,0.007293,0.006829,0.00706
2019-9-15,0.006895,0.007179,0.00686,0.00708
2019-9-19,0.007266,0.007666,0.007236,0.007666
2019-9-23,0.007261,0.007261,0.006713,0.006713
2019-9-27,0.006333,0.006333,0.004815,0.004815
2019-9-30,0.004932,0.005782,0.004932,0.005056
2019-10-3,0.005108,0.005109,0.005103,0.005103
2019-10-7,0.005357,0.005862,0.005339,0.005862
2019-10-11,0.005849,0.006489,0.005849,0.006489
2019-10-15,0.005921,0.005921,0.005716,0.005731
2019-10-19,0.00558,0.00558,0.005176,0.005176
2019-10-23,0.005146,0.005357,0.005146,0.005206
